frame	timestamp	confidence	success	pose_Rx	pose_Ry	pose_Rz	AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	stage
2618	104.68	0.98	1	-0.382	-0.053	-0.034	0.09	0.12	0	0.26	0	0	0	0.02	0	0	0	0	0.1	0	0.52	0.36	0.07	training
2619	104.72	0.98	1	-0.381	-0.054	-0.034	0.06	0.14	0	0.21	0	0	0	0.02	0	0.02	0	0	0.1	0	0.61	0.35	0	training
2620	104.76	0.98	1	-0.388	-0.054	-0.036	0.07	0.14	0	0.2	0	0	0	0	0	0.07	0	0	0.07	0	0.69	0.36	0	training
2621	104.8	0.98	1	-0.387	-0.053	-0.036	0.06	0.12	0	0.2	0	0	0	0	0	0.13	0	0	0	0	0.79	0.35	0.01	training
2622	104.84	0.98	1	-0.387	-0.053	-0.036	0.03	0.07	0	0.26	0	0	0	0.01	0	0.16	0	0.03	0.01	0	0.7	0.23	0.03	training
2623	104.88	0.98	1	-0.39	-0.056	-0.037	0.02	0.04	0	0.37	0	0	0	0.03	0	0.11	0	0.09	0.01	0	0.58	0.12	0.06	training
2624	104.92	0.98	1	-0.39	-0.056	-0.037	0	0.04	0	0.35	0	0	0	0.03	0	0.06	0	0.22	0.02	0	0.46	0.05	0.11	training
2625	104.96	0.98	1	-0.384	-0.056	-0.036	0	0.04	0	0.28	0	0	0	0.02	0	0.04	0	0.27	0.06	0	0.41	0.06	0.12	training
2626	105	0.98	1	-0.382	-0.058	-0.036	0	0.04	0	0.19	0	0	0	0	0	0.09	0	0.29	0.11	0	0.39	0.1	0.15	training
2627	105.04	0.98	1	-0.382	-0.057	-0.036	0	0.01	0	0.14	0	0	0	0	0	0.08	0	0.16	0.13	0	0.42	0.26	0.1	training
2628	105.08	0.98	1	-0.389	-0.056	-0.036	0.01	0.01	0	0.06	0	0	0	0	0	0.05	0	0.08	0.08	0	0.46	0.37	0.14	training
2629	105.12	0.98	1	-0.392	-0.056	-0.037	0.01	0.01	0	0.04	0	0	0	0	0	0	0	0.01	0.02	0	0.64	0.52	0.14	training
2630	105.16	0.98	1	-0.385	-0.052	-0.037	0.01	0	0	0.09	0	0	0	0	0	0.01	0	0	0	0	0.69	0.47	0.13	training
2631	105.2	0.98	1	-0.385	-0.052	-0.037	0	0	0	0.14	0	0	0	0	0	0.02	0	0	0	0	0.79	0.46	0.07	training
2632	105.24	0.98	1	-0.385	-0.052	-0.038	0.02	0.05	0	0.18	0	0	0	0	0	0.02	0	0.03	0	0	0.66	0.41	0.08	training
2633	105.28	0.98	1	-0.386	-0.056	-0.037	0.04	0.07	0	0.25	0	0	0	0	0	0.01	0	0.03	0.02	0	0.59	0.4	0.13	training
2634	105.32	0.98	1	-0.386	-0.055	-0.037	0.1	0.11	0	0.3	0	0	0	0	0	0	0	0.09	0.02	0	0.61	0.29	0.11	training
2635	105.36	0.98	1	-0.386	-0.061	-0.04	0.11	0.06	0	0.3	0	0	0	0	0	0	0	0.14	0.02	0	0.71	0.22	0.07	training
2636	105.4	0.98	1	-0.385	-0.061	-0.041	0.12	0.04	0	0.3	0	0	0	0.03	0	0	0	0.22	0	0	0.78	0.15	0	training
2637	105.44	0.98	1	-0.385	-0.061	-0.041	0.11	0	0	0.23	0	0	0	0.03	0	0.1	0	0.2	0	0	0.73	0.29	0	training
2638	105.48	0.98	1	-0.387	-0.059	-0.041	0.14	0.04	0	0.24	0	0	0	0.03	0	0.17	0	0.13	0	0	0.68	0.35	0	training
2639	105.52	0.98	1	-0.389	-0.059	-0.042	0.16	0.04	0	0.27	0	0	0	0	0	0.25	0	0.1	0.01	0	0.71	0.41	0.09	training
2640	105.56	0.98	1	-0.397	-0.055	-0.043	0.24	0.07	0	0.24	0	0.07	0	0	0	0.18	0	0.08	0.02	0	0.69	0.31	0.14	training
2641	105.6	0.98	1	-0.395	-0.057	-0.042	0.31	0.06	0	0.16	0	0.15	0	0	0	0.1	0	0.08	0.07	0	0.69	0.28	0.16	training
2642	105.64	0.98	1	-0.395	-0.058	-0.041	0.3	0.06	0	0.02	0	0.2	0	0	0	0.1	0	0.04	0.1	0	0.64	0.2	0.08	training
2643	105.68	0.98	1	-0.391	-0.055	-0.039	0.2	0.04	0	0	0	0.15	0	0	0	0.13	0	0.02	0.15	0	0.64	0.18	0.03	training
2644	105.72	0.98	1	-0.392	-0.055	-0.039	0.16	0.06	0	0.09	0	0.1	0	0	0	0.14	0	0.04	0.1	0	0.67	0.21	0.08	training
2645	105.76	0.98	1	-0.388	-0.054	-0.039	0.2	0.13	0	0.12	0	0.12	0	0	0	0.06	0	0.04	0.09	0	0.72	0.21	0.14	training
2646	105.8	0.98	1	-0.388	-0.054	-0.039	0.25	0.16	0	0.17	0	0.11	0	0	0	0.01	0	0.04	0.06	0	0.77	0.24	0.2	training
2647	105.84	0.98	1	-0.389	-0.054	-0.039	0.26	0.16	0	0.24	0	0.14	0	0	0	0.08	0	0.05	0.06	0	0.85	0.29	0.14	training
2648	105.88	0.98	1	-0.382	-0.058	-0.038	0.25	0.12	0	0.39	0	0.08	0	0	0	0.16	0	0.05	0.04	0	0.89	0.37	0.1	training
2649	105.92	0.98	1	-0.381	-0.057	-0.038	0.19	0.09	0	0.46	0	0.1	0	0	0	0.16	0	0.05	0	0	0.84	0.33	0.12	training
2650	105.96	0.98	1	-0.389	-0.056	-0.037	0.1	0.02	0	0.37	0	0.13	0	0	0	0.08	0	0.01	0	0	0.7	0.21	0.21	training
2651	106	0.98	1	-0.388	-0.057	-0.037	0.04	0	0	0.3	0	0.21	0	0	0	0	0	0.02	0	0	0.59	0.14	0.28	training
2652	106.04	0.98	1	-0.388	-0.058	-0.037	0.05	0.02	0	0.28	0.01	0.16	0	0	0	0	0	0.02	0	0	0.65	0.25	0.2	training
2653	106.08	0.98	1	-0.384	-0.057	-0.037	0.08	0.05	0	0.37	0.01	0.09	0	0	0	0	0	0.03	0	0	0.71	0.34	0.08	training
2654	106.12	0.98	1	-0.385	-0.057	-0.038	0.08	0.05	0	0.43	0.01	0	0	0	0	0	0	0.02	0	0	0.66	0.37	0.07	training
2655	106.16	0.98	1	-0.386	-0.053	-0.038	0.06	0.03	0	0.5	0	0	0	0	0	0	0	0.02	0	0	0.55	0.29	0.12	training
2656	106.2	0.98	1	-0.386	-0.054	-0.038	0.05	0	0	0.49	0	0	0	0	0	0	0	0.02	0	0	0.44	0.23	0.19	training
2657	106.24	0.98	1	-0.386	-0.054	-0.038	0.04	0.05	0	0.41	0	0	0	0	0	0	0	0.08	0	0	0.59	0.22	0.23	training
2658	106.28	0.98	1	-0.389	-0.058	-0.039	0.05	0.09	0	0.29	0	0	0	0	0	0	0	0.1	0	0	0.72	0.26	0.28	training
2659	106.32	0.98	1	-0.39	-0.058	-0.04	0.02	0.12	0	0.32	0	0	0	0	0	0	0	0.14	0	0	0.68	0.36	0.23	training
2660	106.36	0.98	1	-0.39	-0.06	-0.04	0.02	0.09	0	0.4	0	0	0	0	0	0	0	0.14	0	0	0.46	0.44	0.14	training
2661	106.4	0.98	1	-0.391	-0.06	-0.041	0	0.06	0	0.49	0	0	0	0	0	0	0	0.18	0	0	0.26	0.47	0.03	training
2662	106.44	0.98	1	-0.391	-0.06	-0.041	0.02	0.17	0	0.55	0	0	0	0	0	0	0	0.15	0.01	0	0.36	0.46	0.11	training
2663	106.48	0.98	1	-0.39	-0.059	-0.041	0.03	0.25	0	0.58	0	0	0	0	0	0	0	0.11	0.03	0	0.53	0.44	0.23	training
2664	106.52	0.98	1	-0.389	-0.059	-0.042	0.04	0.24	0	0.62	0	0	0	0	0	0.06	0	0.16	0.04	0	0.65	0.36	0.23	training
2665	106.56	0.98	1	-0.381	-0.06	-0.04	0.04	0.13	0	0.59	0	0	0	0	0	0.08	0	0.27	0.08	0	0.67	0.29	0.12	training
2666	106.6	0.98	1	-0.381	-0.06	-0.04	0.04	0.07	0	0.6	0	0	0	0	0	0.1	0	0.36	0.1	0	0.65	0.22	0	training
2667	106.64	0.98	1	-0.381	-0.06	-0.04	0.09	0.1	0	0.43	0	0	0	0	0	0.04	0	0.33	0.15	0	0.7	0.25	0.05	training
2668	106.68	0.98	1	-0.391	-0.058	-0.041	0.1	0.09	0	0.26	0.01	0	0	0	0	0.01	0	0.28	0.17	0	0.76	0.27	0.11	training
2669	106.72	0.98	1	-0.39	-0.059	-0.041	0.14	0.07	0	0.04	0.01	0	0	0	0	0	0	0.22	0.13	0	0.78	0.42	0.23	training
2670	106.76	0.98	1	-0.384	-0.059	-0.04	0.12	0.04	0	0.03	0.01	0	0	0	0	0.03	0	0.15	0.08	0	0.81	0.54	0.25	training
2671	106.8	0.98	1	-0.384	-0.059	-0.039	0.15	0.05	0	0.04	0	0	0	0	0	0.08	0	0.1	0	0	0.78	0.67	0.26	training
2672	106.84	0.98	1	-0.384	-0.059	-0.039	0.09	0.04	0	0.09	0	0	0	0.04	0	0.08	0	0.05	0	0	0.72	0.54	0.22	training
2673	106.88	0.98	1	-0.381	-0.056	-0.039	0.06	0.03	0	0.14	0	0	0	0.05	0	0.05	0	0.03	0	0	0.66	0.42	0.18	training
2674	106.92	0.98	1	-0.381	-0.056	-0.039	0	0	0	0.2	0	0	0	0.05	0	0	0	0	0	0	0.66	0.3	0.12	training
2675	106.96	0.98	1	-0.381	-0.056	-0.04	0.03	0	0	0.19	0	0	0	0.01	0	0	0	0.07	0.01	0	0.64	0.34	0.06	training
2676	107	0.98	1	-0.386	-0.055	-0.04	0.07	0.12	0	0.14	0	0	0	0	0	0	0	0.07	0.1	0	0.59	0.29	0.02	training
2677	107.04	0.98	1	-0.39	-0.055	-0.041	0.07	0.12	0	0.06	0	0	0	0	0	0	0	0.11	0.1	0	0.59	0.34	0	training
2678	107.08	0.98	1	-0.388	-0.056	-0.04	0.07	0.12	0	0.01	0	0	0	0	0	0	0	0.03	0.1	0	0.65	0.35	0	training
2679	107.12	0.98	1	-0.388	-0.056	-0.04	0.05	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0	0.72	0.43	0	training
2680	107.16	0.98	1	-0.388	-0.056	-0.04	0.07	0.04	0	0.07	0	0	0	0	0	0	0	0.02	0.09	0	0.73	0.39	0	training
2681	107.2	0.98	1	-0.379	-0.058	-0.039	0.04	0.05	0	0.11	0	0	0	0	0	0	0	0.07	0.14	0	0.71	0.38	0	training
2682	107.24	0.98	1	-0.379	-0.058	-0.038	0.07	0.12	0	0.13	0	0	0	0	0	0.08	0	0.06	0.12	0	0.76	0.54	0.05	training
2683	107.28	0.98	1	-0.383	-0.056	-0.038	0.09	0.14	0	0.08	0	0	0	0	0	0.14	0	0.05	0.06	0	0.81	0.66	0.13	training
2684	107.32	0.98	1	-0.382	-0.057	-0.038	0.12	0.17	0	0.06	0	0	0	0	0	0.2	0	0	0	0	0.89	0.77	0.23	training
2685	107.36	0.98	1	-0.383	-0.057	-0.038	0.11	0.13	0	0.19	0	0	0	0	0	0.12	0	0.01	0	0	0.84	0.67	0.18	training
2686	107.4	0.98	1	-0.382	-0.056	-0.038	0.14	0.1	0	0.28	0	0	0	0	0	0.06	0	0.02	0.01	0	0.73	0.62	0.1	training
2687	107.44	0.98	1	-0.382	-0.056	-0.038	0.17	0.12	0	0.44	0	0	0	0	0	0	0	0.08	0.06	0	0.65	0.6	0	training
2688	107.48	0.98	1	-0.378	-0.059	-0.038	0.16	0.08	0	0.37	0	0	0	0	0	0.04	0	0.09	0.06	0	0.78	0.63	0	training
2689	107.52	0.98	1	-0.382	-0.056	-0.037	0.15	0.06	0	0.32	0	0	0	0	0	0.06	0	0.11	0.05	0	0.98	0.67	0	training
2690	107.56	0.98	1	-0.381	-0.056	-0.037	0.11	0.06	0	0.15	0	0	0	0	0	0.08	0	0.04	0.02	0	1.06	0.61	0.02	training
2691	107.6	0.98	1	-0.383	-0.058	-0.038	0.07	0.09	0	0.1	0	0	0	0	0	0.04	0	0.02	0.02	0	1	0.56	0.02	training
2692	107.64	0.98	1	-0.383	-0.057	-0.038	0.02	0.16	0	0.25	0	0	0	0	0	0.02	0	0	0.11	0	0.93	0.57	0.02	training
2693	107.68	0.98	1	-0.386	-0.058	-0.04	0.02	0.16	0	0.39	0	0	0	0	0	0	0	0	0.14	0	0.91	0.65	0.03	training
2694	107.72	0.98	1	-0.39	-0.057	-0.041	0.01	0.19	0	0.53	0	0	0	0	0	0	0	0	0.22	0	0.89	0.72	0.04	training
2695	107.76	0.98	1	-0.39	-0.057	-0.041	0.02	0.14	0	0.32	0	0	0	0	0	0.02	0	0	0.18	0	0.88	0.73	0.04	training
2696	107.8	0.98	1	-0.387	-0.056	-0.039	0.02	0.08	0	0.18	0	0	0	0	0	0.03	0	0.05	0.14	0	0.82	0.67	0	training
2697	107.84	0.98	1	-0.389	-0.056	-0.039	0.06	0.03	0	0.18	0	0	0	0	0	0.03	0	0.05	0.06	0	0.75	0.61	0	training
2698	107.88	0.98	1	-0.386	-0.058	-0.039	0.08	0.03	0	0.34	0	0	0	0	0	0.01	0	0.05	0	0	0.7	0.56	0	training
2699	107.92	0.98	1	-0.387	-0.059	-0.039	0.08	0.03	0	0.49	0	0	0	0	0	0	0	0	0	0	0.69	0.55	0.01	training
2700	107.96	0.98	1	-0.386	-0.059	-0.039	0.12	0.05	0	0.52	0	0	0	0	0	0.07	0	0	0	0	0.8	0.57	0.01	training
2701	108	0.98	1	-0.385	-0.059	-0.039	0.16	0.05	0	0.56	0	0.01	0	0	0	0.14	0	0	0	0	0.85	0.57	0.01	training
2702	108.04	0.98	1	-0.384	-0.059	-0.039	0.18	0.05	0	0.58	0	0.01	0	0	0	0.2	0	0	0	0	0.95	0.56	0.04	training
2703	108.08	0.98	1	-0.379	-0.058	-0.038	0.12	0.02	0	0.57	0	0.01	0	0	0	0.19	0	0	0	0	0.92	0.56	0.04	training
2704	108.12	0.98	1	-0.38	-0.06	-0.038	0.08	0	0	0.58	0	0	0	0	0	0.15	0	0.03	0	0	0.93	0.53	0.04	training
2705	108.16	0.98	1	-0.38	-0.059	-0.038	0.05	0	0	0.52	0	0	0	0	0	0.09	0	0.03	0.04	0	0.84	0.47	0	training
2706	108.2	0.98	1	-0.382	-0.058	-0.039	0.05	0	0	0.48	0	0	0	0	0	0.03	0	0.03	0.08	0	0.8	0.44	0	training
2707	108.24	0.98	1	-0.383	-0.058	-0.039	0.04	0.08	0	0.45	0	0	0	0	0	0	0	0.07	0.09	0	0.78	0.43	0	training
2708	108.28	0.98	1	-0.382	-0.058	-0.039	0.04	0.13	0	0.53	0	0	0	0	0	0.04	0	0.17	0.05	0	0.83	0.46	0.01	training
2709	108.32	0.98	1	-0.381	-0.058	-0.039	0.02	0.19	0	0.57	0	0	0	0	0	0.05	0	0.22	0.05	0	0.85	0.44	0.01	training
2710	108.36	0.98	1	-0.381	-0.058	-0.039	0.01	0.15	0	0.56	0	0	0	0	0	0.07	0	0.14	0.04	0	0.87	0.48	0.01	training
2711	108.4	0.98	1	-0.38	-0.055	-0.037	0.01	0.14	0	0.49	0	0	0	0	0	0.07	0	0.05	0.04	0	0.87	0.52	0	training
2712	108.44	0.98	1	-0.381	-0.055	-0.038	0	0.12	0	0.5	0	0	0	0	0	0.06	0	0	0	0	0.78	0.57	0	training
2713	108.48	0.98	1	-0.384	-0.057	-0.038	0	0.09	0	0.51	0	0	0	0	0	0.04	0	0	0	0	0.72	0.6	0	training
2714	108.52	0.98	1	-0.383	-0.057	-0.037	0	0.11	0	0.54	0	0	0	0	0	0	0	0	0	0	0.65	0.61	0	training
2715	108.56	0.98	1	-0.383	-0.057	-0.037	0	0.18	0	0.41	0	0	0	0	0	0	0	0	0	0	0.74	0.57	0.07	training
2716	108.6	0.98	1	-0.387	-0.052	-0.037	0	0.25	0	0.34	0	0	0	0	0	0	0	0	0	0	0.74	0.52	0.16	training
2717	108.64	0.98	1	-0.387	-0.053	-0.037	0.03	0.35	0	0.18	0	0	0	0	0	0	0	0.06	0.01	0	0.77	0.51	0.21	training
2718	108.68	0.98	1	-0.392	-0.057	-0.04	0.03	0.37	0	0.11	0	0	0	0	0	0	0	0.15	0.07	0	0.71	0.49	0.22	training
2719	108.72	0.98	1	-0.391	-0.057	-0.04	0.04	0.39	0	0.01	0	0	0	0	0	0	0	0.23	0.1	0	0.7	0.49	0.19	training
2720	108.76	0.98	1	-0.391	-0.057	-0.04	0.01	0.32	0	0	0.04	0	0	0.01	0	0	0	0.21	0.19	0	0.78	0.52	0.67	training
2721	108.8	0.98	1	-0.383	-0.056	-0.04	0.01	0.27	0	0	0.08	0	0	0.01	0	0	0	0.28	0.21	0	0.84	0.6	1.19	training
2722	108.84	0.98	1	-0.384	-0.056	-0.04	0	0.33	0	0	0.08	0	0	0.01	0	0	0	0.24	0.25	0	0.92	0.58	2	training
2723	108.88	0.98	1	-0.39	-0.062	-0.044	0	0.49	0	0	0.04	0	0	0	0	0.04	0	0.21	0.16	0	0.91	0.46	2.23	training
2724	108.92	0.98	1	-0.388	-0.062	-0.046	0	0.66	0	0	0.02	0	0	0	0	0.1	0	0.05	0.21	0	0.82	0.44	2.27	training
2725	108.96	0.98	1	-0.39	-0.061	-0.046	0	0.62	0	0	0.07	0	0	0	0	0.14	0	0	0.23	0	0.81	0.52	1.93	training
2726	109	0.98	1	-0.389	-0.06	-0.042	0	0.53	0	0	0.13	0	0	0	0	0.1	0	0	0.3	0	0.8	0.64	1.68	training
2727	109.04	0.98	1	-0.387	-0.06	-0.04	0	0.33	0	0	0.11	0	0	0	0	0.04	0	0.01	0.19	0	0.88	0.53	1.21	training
2728	109.08	0.98	1	-0.385	-0.059	-0.04	0	0.22	0	0	0.05	0	0	0	0	0	0	0.02	0.1	0	0.88	0.44	0.91	training
2729	109.12	0.98	1	-0.385	-0.06	-0.04	0	0.07	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.84	0.36	0.65	training
2730	109.16	0.98	1	-0.384	-0.061	-0.04	0	0.06	0	0	0	0	0	0	0	0	0	0.05	0.01	0	0.83	0.39	0.63	training
2731	109.2	0.98	1	-0.384	-0.06	-0.04	0	0.15	0	0	0	0	0	0	0	0	0	0.1	0.01	0	0.8	0.4	0.58	training
2732	109.24	0.98	1	-0.383	-0.059	-0.04	0	0.29	0	0	0.01	0	0	0	0	0	0	0.1	0.02	0	0.89	0.45	0.4	training
2733	109.28	0.98	1	-0.382	-0.06	-0.039	0	0.36	0	0	0.02	0	0	0	0	0	0	0.06	0.04	0	0.98	0.48	0.31	training
2734	109.32	0.98	1	-0.381	-0.06	-0.039	0	0.37	0	0	0.03	0	0	0	0	0	0	0.01	0.07	0	1.07	0.53	0.21	training
2735	109.36	0.98	1	-0.381	-0.06	-0.039	0	0.28	0	0	0.03	0	0	0.02	0	0	0	0	0.05	0	0.94	0.49	0.18	training
2736	109.4	0.98	1	-0.387	-0.063	-0.039	0.01	0.24	0	0	0.01	0	0	0.02	0	0	0	0.01	0.03	0	0.86	0.47	0.2	training
2737	109.44	0.98	1	-0.389	-0.06	-0.04	0.01	0.22	0	0.06	0	0	0	0.02	0	0.11	0	0.05	0	0	0.86	0.67	0.18	training
2738	109.48	0.98	1	-0.387	-0.057	-0.041	0.01	0.27	0	0.12	0	0	0	0	0	0.16	0	0.13	0	0	1	0.9	0.18	training
2739	109.52	0.98	1	-0.387	-0.057	-0.041	0	0.28	0	0.18	0	0	0	0	0	0.21	0	0.23	0	0	1.1	1.1	0.15	training
2740	109.56	0.98	1	-0.388	-0.057	-0.041	0.02	0.29	0	0.13	0	0	0	0	0	0.13	0	0.23	0	0	1.01	0.95	0.1	training
2741	109.6	0.98	1	-0.386	-0.056	-0.039	0.02	0.33	0	0.14	0	0	0	0	0	0.08	0	0.26	0.04	0	0.9	0.85	0.05	training
2742	109.64	0.98	1	-0.386	-0.056	-0.039	0.02	0.36	0	0.14	0	0	0	0	0	0.05	0	0.27	0.09	0	0.8	0.76	0	training
2743	109.68	0.98	1	-0.386	-0.056	-0.039	0.01	0.26	0	0.16	0	0	0	0	0	0.05	0	0.33	0.09	0	0.76	0.7	0.06	training
2744	109.72	0.98	1	-0.387	-0.058	-0.04	0.01	0.16	0	0.14	0	0	0	0	0	0.04	0	0.32	0.08	0	0.72	0.59	0.09	training
2745	109.76	0.98	1	-0.387	-0.058	-0.04	0.06	0.19	0	0.21	0	0	0	0	0	0.03	0	0.25	0.09	0	0.71	0.53	0.09	training
2746	109.8	0.98	1	-0.383	-0.059	-0.038	0.09	0.32	0	0.33	0	0	0	0	0	0	0	0.19	0.15	0	0.8	0.56	0.03	training
2747	109.84	0.98	1	-0.382	-0.059	-0.038	0.12	0.44	0	0.47	0	0	0	0	0	0	0	0.12	0.16	0	0.89	0.59	0	training
2748	109.88	0.98	1	-0.381	-0.059	-0.037	0.07	0.31	0	0.43	0	0	0	0	0	0	0	0.08	0.12	0	0.97	0.49	0	training
2749	109.92	0.98	1	-0.379	-0.059	-0.037	0.03	0.17	0	0.35	0	0	0	0	0	0.04	0	0.03	0.05	0	0.97	0.42	0.03	training
2750	109.96	0.98	1	-0.379	-0.06	-0.038	0	0.03	0	0.24	0	0	0	0	0	0.09	0	0	0.03	0	1.01	0.5	0.03	training
2751	110	0.98	1	-0.381	-0.058	-0.037	0	0.04	0	0.25	0	0	0	0	0	0.18	0	0	0.04	0	1.02	0.62	0.05	training
2752	110.04	0.98	1	-0.381	-0.058	-0.036	0	0.04	0	0.29	0	0	0	0.01	0	0.24	0	0.01	0.05	0	1.03	0.75	0.03	training
2753	110.08	0.98	1	-0.381	-0.058	-0.036	0	0.05	0	0.22	0	0	0	0.01	0	0.19	0	0.01	0.09	0	0.93	0.65	0.03	training
2754	110.12	0.98	1	-0.381	-0.056	-0.037	0	0.07	0	0.11	0.01	0	0	0.01	0	0.11	0	0	0.13	0	0.84	0.58	0	training
2755	110.16	0.98	1	-0.381	-0.056	-0.037	0	0.12	0	0.09	0.03	0	0	0	0	0.01	0	0	0.25	0	0.87	0.53	0	training
2756	110.2	0.98	1	-0.37	-0.057	-0.037	0	0.16	0	0.21	0.03	0	0	0	0	0.01	0	0	0.26	0	0.99	0.54	0	training
2757	110.24	0.98	1	-0.371	-0.056	-0.037	0	0.18	0	0.34	0.03	0	0	0	0	0	0	0	0.27	0	1.11	0.57	0	training
2758	110.28	0.98	1	-0.371	-0.056	-0.037	0	0.22	0	0.26	0.07	0	0.01	0	0	0.02	0	0.09	0.23	0	1.05	0.53	0.86	training
2759	110.32	0.98	1	-0.385	-0.06	-0.044	0	0.25	0	0.13	0.11	0	0.02	0	0	0.05	0	0.19	0.18	0	1.04	0.53	1.74	training
2760	110.36	0.98	1	-0.384	-0.06	-0.045	0	0.24	0	0	0.1	0	0.02	0	0	0.05	0	0.19	0.12	0	1.09	0.53	2.23	training
2761	110.4	0.98	1	-0.391	-0.055	-0.042	0	0.22	0	0	0.05	0	0.02	0	0	0.03	0	0.1	0.02	0	1.16	0.58	1.84	training
2762	110.44	0.98	1	-0.39	-0.055	-0.041	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	1.17	0.61	1.44	training
2763	110.48	0.98	1	-0.389	-0.055	-0.041	0	0.32	0	0	0	0	0	0	0	0	0	0	0.06	0	1.1	0.66	1.17	training
2764	110.52	0.98	1	-0.391	-0.056	-0.042	0	0.44	0	0	0	0	0	0	0	0	0	0	0.09	0	1.08	0.74	0.95	training
2765	110.56	0.98	1	-0.391	-0.055	-0.042	0	0.49	0	0	0	0.02	0	0	0	0.05	0	0	0.09	0	0.87	0.62	0.6	training
2766	110.6	0.98	1	-0.391	-0.056	-0.042	0	0.5	0	0.01	0	0.02	0	0	0	0.13	0	0	0.04	0	0.69	0.48	0.52	training
2767	110.64	0.98	1	-0.391	-0.056	-0.042	0	0.47	0	0.02	0	0.02	0	0	0	0.18	0	0	0	0	0.53	0.31	0.42	training
2768	110.68	0.98	1	-0.391	-0.056	-0.041	0	0.4	0	0.02	0	0	0	0	0	0.16	0	0.02	0	0	0.58	0.29	0.44	training
2769	110.72	0.98	1	-0.387	-0.055	-0.041	0	0.28	0	0.01	0	0	0	0	0	0.14	0	0.04	0.01	0	0.62	0.25	0.43	training
2770	110.76	0.98	1	-0.388	-0.055	-0.041	0.03	0.31	0	0	0	0	0	0	0	0.1	0	0.05	0.01	0	0.73	0.26	0.51	training
2771	110.8	0.98	1	-0.381	-0.059	-0.039	0.07	0.38	0	0	0	0	0	0	0	0.07	0	0.04	0.01	0	0.8	0.32	0.54	training
2772	110.84	0.98	1	-0.38	-0.059	-0.038	0.09	0.39	0	0	0	0	0	0	0	0.02	0	0.01	0.05	0	0.87	0.42	0.59	training
2773	110.88	0.98	1	-0.379	-0.058	-0.039	0.06	0.19	0	0.12	0	0	0	0	0	0	0	0.08	0.05	0	0.86	0.36	0.36	training
2774	110.92	0.98	1	-0.38	-0.058	-0.038	0.02	0.04	0	0.21	0	0	0	0	0	0	0	0.15	0.05	0	0.84	0.28	0.18	training
2775	110.96	0.98	1	-0.38	-0.058	-0.038	0	0.13	0	0.24	0	0	0	0	0	0	0	0.15	0.03	0	0.78	0.26	0	training
2776	111	0.98	1	-0.381	-0.057	-0.039	0	0.24	0	0.12	0	0	0	0	0	0	0	0.07	0.03	0	0.72	0.4	0	training
2777	111.04	0.98	1	-0.383	-0.056	-0.039	0	0.36	0	0.03	0	0	0	0	0	0	0	0	0.05	0	0.66	0.53	0	training
2778	111.08	0.98	1	-0.383	-0.057	-0.039	0.03	0.33	0	0	0	0	0	0	0	0	0	0.08	0.14	0	0.68	0.44	0	training
2779	111.12	0.98	1	-0.379	-0.055	-0.037	0.07	0.31	0	0	0	0	0	0	0	0	0	0.16	0.2	0	0.67	0.31	0	training
2780	111.16	0.98	1	-0.378	-0.055	-0.036	0.08	0.19	0	0.03	0	0	0	0	0	0	0	0.24	0.24	0	0.73	0.26	0	training
2781	111.2	0.98	1	-0.379	-0.056	-0.037	0.06	0.11	0	0.08	0	0	0	0	0	0	0	0.17	0.15	0	0.79	0.31	0	training
2782	111.24	0.98	1	-0.38	-0.058	-0.038	0.03	0.04	0	0.14	0	0	0	0	0	0	0	0.13	0.13	0	0.89	0.34	0	training
2783	111.28	0.98	1	-0.38	-0.058	-0.038	0.05	0.09	0	0.18	0	0	0	0	0	0	0	0.18	0.08	0	0.87	0.36	0	training
2784	111.32	0.98	1	-0.382	-0.056	-0.039	0.09	0.22	0	0.3	0	0	0	0	0	0	0	0.16	0.16	0	0.83	0.31	0.02	training
2785	111.36	0.98	1	-0.374	-0.057	-0.038	0.09	0.35	0	0.34	0	0	0	0	0	0	0	0.14	0.14	0	0.79	0.26	0.02	training
2786	111.4	0.98	1	-0.378	-0.054	-0.038	0.07	0.5	0	0.35	0	0	0	0	0	0	0	0.01	0.18	0	0.8	0.17	0.02	training
2787	111.44	0.98	1	-0.378	-0.054	-0.038	0.05	0.55	0	0.25	0	0	0	0	0	0	0	0.01	0.1	0	0.82	0.17	0	training
2788	111.48	0.98	1	-0.378	-0.054	-0.038	0.06	0.53	0	0.19	0	0	0	0	0	0	0	0.03	0.1	0	0.82	0.23	0.06	training
2789	111.52	0.98	1	-0.382	-0.057	-0.04	0.05	0.39	0	0.14	0	0	0	0	0	0	0	0.06	0.11	0	0.82	0.32	0.09	training
2790	111.56	0.98	1	-0.383	-0.057	-0.04	0.05	0.19	0	0.13	0	0	0	0	0	0	0	0.06	0.07	0	0.77	0.36	0.09	training
2791	111.6	0.98	1	-0.38	-0.055	-0.039	0.02	0.07	0	0.13	0	0	0	0	0	0	0	0.03	0.05	0	0.7	0.36	0.04	training
